# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0003712	MF	e	transcription coregulator activity	40/2534	129/20670	1.4083283518413608e-08	2	40	4.454341387109676e-06	694, 2130, 2521, 4664, 4665, 4848, 4863, 5253, 5469, 5977, 6598, 6602, 6603, 6837, 7789, 7994, 8148, 8295, 8544, 8554, 9044, 9282, 9862, 9968, 10401, 11143, 22913, 22992, 23133, 23389, 23476, 51588, 54856, 55090, 55729, 55818, 64324, 79364, 84148, 84717
GO:0005524	MF	e	ATP binding	252/2534	1472/20670	1.8218240941774054e-08	8	252	5.3780247260117e-06	25, 32, 59, 90, 156, 204, 207, 369, 445, 558, 617, 658, 790, 817, 833, 984, 997, 1019, 1105, 1106, 1185, 1186, 1196, 1445, 1453, 1454, 1459, 1609, 1613, 1659, 1841, 1861, 1956, 2011, 2047, 2068, 2071, 2074, 2618, 2870, 2931, 2937, 2956, 3141, 3416, 3480, 3643, 3717, 3767, 3795, 3835, 3980, 3984, 4140, 4141, 4172, 4173, 4176, 4215, 4216, 4638, 4682, 4750, 4833, 4882, 5159, 5190, 5198, 5243, 5290, 5395, 5536, 5562, 5566, 5583, 5586, 5587, 5610, 5681, 5832, 5859, 5871, 5884, 5894, 5973, 5976, 6041, 6093, 6198, 6240, 6446, 6499, 6597, 6687, 6787, 6789, 6832, 6872, 7010, 7016, 7048, 7084, 7204, 7297, 7301, 7327, 7329, 7371, 7407, 7453, 7525, 7786, 8243, 8394, 8449, 8527, 8573, 8607, 8621, 8780, 8801, 8886, 8892, 8899, 9024, 9044, 9093, 9113, 9149, 9188, 9223, 9489, 9619, 9654, 9704, 9716, 9730, 9775, 9785, 9879, 9891, 9931, 9943, 10020, 10057, 10146, 10212, 10295, 10461, 10469, 10592, 10606, 10746, 10856, 10938, 10939, 10973, 11011, 11040, 11153, 11329, 11344, 22848, 22861, 22880, 22929, 23046, 23049, 23075, 23093, 23113, 23132, 23137, 23139, 23195, 23250, 23347, 23438, 23552, 25809, 25973, 27183, 27338, 27348, 29110, 30845, 51067, 51347, 51447, 51755, 54555, 54606, 54617, 54805, 54861, 54963, 55226, 55229, 55324, 55361, 55589, 55636, 55661, 55750, 55760, 55794, 55902, 56474, 56919, 56975, 56997, 57198, 57494, 57505, 57634, 63893, 63971, 64087, 64122, 64222, 64768, 64781, 65220, 79659, 79707, 79781, 79784, 79934, 80025, 80222, 80308, 80347, 83931, 84181, 84239, 84532, 84893, 89797, 90956, 90957, 91754, 118424, 132949, 133686, 140901, 167359, 200576, 257218, 284434, 317781, 415116, 440275
GO:0004535	MF	e	poly(A)-specific ribonuclease activity	10/2534	13/20670	1.517149356738093e-07	9	10	4.198710844772672e-05	4848, 5073, 9337, 9924, 25819, 57472, 114034, 154197, 201626, 246175
GO:0000175	MF	e	3'-5'-exoribonuclease activity	15/2534	32/20670	1.4830511858686076e-06	8	15	0.00036483059172367745	5073, 5394, 9337, 9924, 22894, 23357, 23404, 25819, 54512, 57472, 114034, 115752, 154197, 201626, 246175
GO:0008022	MF	e	protein C-terminus binding	45/2534	179/20670	1.8038884878531837e-06	3	45	0.00042040095916915255	25, 1112, 1445, 2033, 2067, 2068, 2071, 2072, 2074, 2335, 3717, 4301, 4863, 5190, 5562, 6311, 6494, 6667, 6907, 6925, 7014, 7016, 8161, 9223, 9351, 9409, 9463, 9656, 9968, 10401, 10413, 10516, 11073, 11151, 11190, 23215, 25836, 25927, 27161, 27183, 28988, 51588, 57409, 57466, 153241
GO:0030515	MF	e	snoRNA binding	11/2534	19/20670	2.7045508226494244e-06	5	11	0.000570273859175793	705, 8602, 9136, 9188, 10528, 10885, 11163, 51602, 55127, 55813, 84309
GO:0016887	MF	e	ATP hydrolysis activity	69/2534	325/20670	4.857251976719188e-06	7	69	0.0009776323524051166	617, 1105, 1106, 1659, 1861, 2068, 2071, 2074, 3835, 4172, 4173, 4176, 4682, 5190, 5379, 5387, 5395, 5976, 6597, 6687, 6832, 8243, 8449, 8607, 8886, 9044, 9188, 9704, 9716, 9775, 9785, 9879, 10146, 10212, 10592, 10856, 10939, 10973, 22861, 22880, 22985, 23046, 23132, 23137, 23195, 23347, 27183, 27348, 54555, 54606, 54617, 55636, 55661, 55729, 55760, 55794, 56919, 57674, 63971, 64222, 79781, 79934, 84181, 84239, 84893, 89797, 90957, 200576, 317781
GO:0031267	MF	e	small GTPase binding	59/2534	267/20670	5.245630393739387e-06	5	59	0.001009897886238174	636, 857, 1613, 1856, 1857, 2059, 2316, 4218, 4301, 5586, 5875, 6093, 7249, 7813, 8216, 8934, 9321, 9605, 9710, 9827, 10497, 10526, 10938, 11214, 23062, 23086, 23163, 23299, 23647, 23677, 25924, 26056, 26130, 51194, 51479, 54206, 55088, 55654, 55705, 55920, 57510, 57553, 57589, 57679, 78992, 79571, 79778, 79803, 84079, 85369, 85440, 89781, 115704, 121512, 128637, 129049, 149371, 160622, 253980
GO:0051059	MF	e	NF-kappaB binding	14/2534	31/20670	5.7569774858757385e-06	6	14	0.0010621623461440739	2033, 3065, 4853, 5467, 5970, 8841, 8904, 10270, 22984, 25855, 55662, 64320, 80279, 338699
GO:0042393	MF	e	histone binding	43/2534	174/20670	6.451294018839212e-06	3	43	0.0011426531966168012	1105, 1106, 1616, 1911, 3014, 3717, 5927, 5977, 6749, 6830, 6907, 6944, 7994, 8028, 8085, 9733, 9918, 10765, 11091, 11143, 11176, 23774, 26155, 54617, 54828, 55170, 55196, 55636, 55689, 55705, 80012, 83743, 83746, 84148, 84181, 84295, 84954, 90780, 115426, 128854, 144108, 165918, 221656
GO:0000976	MF	e	transcription cis-regulatory region binding	50/2534	215/20670	7.916849337004512e-06	7	50	0.001314333634848083	467, 904, 1050, 1388, 3148, 3191, 3297, 3607, 3725, 4089, 4221, 4790, 4802, 5087, 5187, 5926, 5927, 5970, 5978, 5991, 6667, 6907, 6908, 7727, 7975, 8085, 8535, 8863, 8864, 9070, 9555, 9572, 9611, 10014, 10127, 10413, 10498, 11016, 22926, 26137, 51742, 54880, 55506, 55755, 64764, 84159, 126626, 130557, 221937, 100381270
GO:0005085	MF	e	guanyl-nucleotide exchange factor activity	51/2534	223/20670	8.014229480780995e-06	5	51	0.001314333634848083	1936, 1967, 3257, 5863, 5923, 7204, 8890, 8891, 8892, 8893, 9265, 9266, 9459, 9605, 9649, 9826, 9827, 10113, 10411, 10565, 11214, 22894, 23075, 23263, 26084, 26130, 26269, 27147, 50618, 50650, 55160, 55667, 55701, 55920, 57589, 57679, 60626, 80851, 81554, 81846, 84079, 84315, 85440, 85442, 89781, 115557, 121512, 140775, 201163, 221178, 414918
GO:0017056	MF	e	structural constituent of nuclear pore	13/2534	28/20670	8.549944298130256e-06	2	13	0.0013521126197185989	4927, 4928, 8021, 9631, 9818, 9972, 23165, 23279, 23511, 23636, 65109, 65110, 79902
GO:0047485	MF	e	protein N-terminus binding	29/2534	102/20670	1.0566606715429932e-05	3	29	0.0016134115357215083	382, 1459, 1616, 1647, 2068, 2071, 2072, 2074, 3065, 4193, 4204, 4221, 5195, 5970, 6597, 6811, 7189, 7248, 7804, 8202, 9612, 10401, 23383, 25836, 27043, 79643, 80764, 84313, 85365
GO:0030374	MF	e	nuclear receptor coactivator activity	19/2534	56/20670	2.088928985831998e-05	4	19	0.0029832090024415215	5469, 6047, 6760, 7110, 8202, 9125, 9282, 9862, 9968, 10011, 10498, 10902, 23054, 23082, 55749, 57178, 57472, 79084, 83637
GO:0004402	MF	e	histone acetyltransferase activity	13/2534	30/20670	2.1558872646370525e-05	9	13	0.0029832090024415215	1387, 2033, 2648, 6871, 6872, 6881, 7994, 8202, 9329, 9862, 11143, 57325, 79903
GO:0140297	MF	e	DNA-binding transcription factor binding	37/2534	150/20670	2.575990954073828e-05	4	37	0.0034565114983754275	904, 1387, 1609, 2033, 2316, 2648, 3054, 3065, 3148, 4149, 5087, 5089, 5187, 5467, 5469, 5970, 6667, 6722, 6907, 6908, 7027, 7428, 7709, 7994, 8554, 8841, 9658, 10014, 10413, 23613, 26155, 51053, 51564, 54880, 55787, 56919, 84447
GO:0019789	MF	e	SUMO transferase activity	10/2534	20/20670	4.322676242503296e-05	4	10	0.0056296501181778225	4193, 5987, 7329, 8535, 8554, 10401, 51564, 51588, 79594, 115426
GO:0019901	MF	e	protein kinase binding	88/2534	470/20670	4.546001777309948e-05	5	88	0.005751341677122414	59, 160, 161, 207, 595, 636, 857, 896, 904, 994, 1130, 1464, 1500, 1616, 1856, 2801, 2997, 3297, 3455, 3717, 4086, 4218, 4660, 4744, 5073, 5159, 5310, 5335, 5422, 5565, 5566, 5770, 5795, 5859, 5930, 5970, 5987, 7016, 7037, 7187, 7189, 7453, 7786, 8398, 8621, 8660, 9024, 9093, 9113, 9325, 9541, 9555, 9564, 9618, 9943, 9961, 10723, 10746, 10949, 10979, 10985, 11152, 11190, 23177, 25759, 25930, 26608, 51564, 51654, 51755, 54206, 55128, 55250, 55755, 55920, 57506, 57521, 65065, 79706, 80279, 85369, 91754, 114790, 115703, 140775, 200734, 253260, 340061
GO:0031491	MF	e	nucleosome binding	12/2534	28/20670	5.118206109944239e-05	3	12	0.006125247744549485	6047, 6749, 6830, 8028, 8289, 10038, 23523, 26155, 84939, 116092, 165918, 254225
GO:0019899	MF	e	enzyme binding	70/2534	358/20670	6.266199528231991e-05	3	70	0.007301771450266121	143, 207, 409, 595, 694, 790, 857, 1616, 1956, 2335, 2948, 2956, 3014, 3065, 3141, 3482, 3725, 4193, 4851, 4853, 5159, 5447, 5583, 5770, 5894, 5970, 6648, 6881, 6908, 7014, 7289, 7329, 7428, 7515, 7525, 8535, 8554, 8602, 8841, 9463, 9555, 9657, 9659, 10013, 10277, 10401, 11016, 11043, 22861, 22985, 23054, 23186, 23476, 23567, 29894, 51741, 54680, 54808, 55829, 55851, 56259, 57088, 64210, 84148, 84295, 85456, 91582, 115752, 283248, 401647
GO:0004712	MF	e	protein serine/threonine/tyrosine kinase activity	81/2534	430/20670	7.458346308818426e-05	6	81	0.008256389363861997	25, 207, 369, 558, 817, 984, 1019, 1196, 1445, 1453, 1454, 1459, 1613, 1956, 2011, 2047, 2931, 3480, 3643, 3717, 3984, 4140, 4215, 4216, 4750, 5159, 5290, 5562, 5566, 5583, 5586, 5587, 5610, 5681, 5871, 5894, 6093, 6198, 6446, 6787, 6789, 6872, 7010, 7016, 7204, 7297, 7301, 7525, 7786, 8573, 8621, 8780, 8899, 9024, 9113, 9149, 9730, 9891, 9943, 10461, 10746, 11011, 11040, 11329, 22848, 23049, 23139, 23552, 29110, 51347, 51755, 54861, 55589, 56975, 83931, 91754, 140901, 167359, 200576, 415116, 440275
GO:0032452	MF	e	histone demethylase activity	10/2534	22/20670	0.00011989540764364897	4	10	0.012809417609591721	3720, 5927, 7403, 8242, 9682, 10765, 22992, 23133, 84864, 221656
GO:0042162	MF	e	telomeric DNA binding	11/2534	26/20670	0.0001214985410123876	6	11	0.012809417609591721	5976, 7013, 7014, 9887, 23049, 23293, 26019, 65057, 65110, 65986, 79618
GO:0042802	MF	e	identical protein binding	232/2534	1500/20670	0.000140261857339618	3	232	0.014443709402321593	32, 207, 321, 409, 445, 467, 578, 581, 790, 817, 833, 857, 1050, 1060, 1196, 1317, 1374, 1435, 1445, 1613, 1659, 1788, 1798, 1856, 1861, 1956, 1967, 2022, 2072, 2130, 2200, 2317, 2335, 2521, 2539, 2733, 2801, 2878, 2894, 2937, 3033, 3054, 3074, 3297, 3480, 3482, 3661, 3717, 3725, 4086, 4089, 4097, 4149, 4193, 4297, 4599, 4665, 4681, 4790, 4851, 4882, 5130, 5155, 5195, 5362, 5454, 5536, 5587, 5610, 5635, 5721, 5793, 5831, 5832, 5894, 5970, 5973, 5987, 6047, 6198, 6240, 6434, 6455, 6598, 6648, 6667, 6671, 6675, 6778, 6789, 6881, 6925, 7010, 7013, 7037, 7168, 7187, 7189, 7283, 7327, 7371, 7422, 7439, 7551, 8161, 8192, 8233, 8241, 8315, 8398, 8424, 8527, 8772, 8904, 9099, 9129, 9188, 9351, 9463, 9589, 9605, 9618, 9627, 9667, 9818, 9943, 9961, 9972, 10014, 10135, 10197, 10212, 10318, 10363, 10489, 10549, 10606, 10614, 10616, 10682, 10817, 10856, 10938, 11011, 11070, 11073, 11153, 11161, 11252, 22882, 22926, 22929, 22954, 23184, 23344, 23438, 23474, 23549, 23647, 23677, 25776, 25798, 25939, 26121, 27348, 27429, 29110, 29763, 29997, 30061, 51150, 51562, 53373, 54442, 54471, 54487, 54676, 54680, 54887, 55128, 55178, 55198, 55201, 55692, 55697, 55802, 56006, 56474, 57175, 57192, 57407, 57409, 57621, 57679, 58490, 60673, 64374, 79139, 79187, 79188, 79594, 79618, 79648, 79872, 80153, 80184, 80212, 80273, 80308, 80764, 80896, 81846, 81858, 83892, 84245, 84823, 84864, 89122, 91039, 118813, 124540, 126626, 147495, 147906, 154810, 160622, 196051, 253980, 283219, 286451, 340061, 376497
GO:0003724	MF	e	RNA helicase activity	21/2534	73/20670	0.0001943413496037326	4	21	0.019123188801007288	1659, 5976, 6499, 6832, 8449, 8886, 9188, 9704, 9775, 9785, 9879, 10146, 10212, 54555, 54606, 55661, 55760, 55794, 56919, 90957, 317781
GO:0061630	MF	e	ubiquitin protein ligase activity	61/2534	311/20670	0.0002254907273105689	5	61	0.021705933489808676	867, 1840, 4193, 4799, 5930, 5987, 7189, 7706, 7726, 7737, 7844, 8315, 8805, 9442, 9810, 9862, 9968, 10296, 11060, 11237, 22954, 23087, 23295, 23352, 23759, 25820, 26145, 51070, 51283, 55008, 55128, 55167, 55298, 55823, 57154, 57617, 57674, 63893, 64207, 64320, 64777, 79102, 79594, 79872, 81844, 84085, 84133, 84447, 84461, 84851, 89122, 89910, 90678, 91694, 115426, 149041, 197131, 197370, 220972, 257218, 284996
GO:0042826	MF	e	histone deacetylase binding	30/2534	126/20670	0.00030739622340222785	4	30	0.02835730160885552	595, 2648, 2737, 3065, 3838, 5586, 5970, 6667, 6722, 7189, 8625, 8841, 9112, 9541, 9611, 9612, 10013, 10014, 10270, 25836, 25855, 26993, 51043, 51053, 54880, 54887, 80764, 84295, 84458, 283219
GO:1990841	MF	e	promoter-specific chromatin binding	18/2534	62/20670	0.00032628390861278367	3	18	0.029485411170151143	1647, 1786, 1874, 2067, 2071, 2072, 3065, 3297, 3661, 4204, 4928, 5469, 6881, 9555, 9869, 25836, 55636, 57343
GO:0035064	MF	e	methylated histone binding	20/2534	72/20670	0.0003790855852235858	5	20	0.03357181942740076	1105, 2956, 5253, 5927, 8535, 9682, 11091, 23133, 23140, 23613, 26147, 30827, 80764, 83746, 84148, 84717, 112869, 124359, 148479, 222229
GO:0043130	MF	e	ubiquitin binding	24/2534	95/20670	0.0004349423806007251	4	24	0.03680219512862362	3720, 4193, 8480, 9146, 9246, 9373, 9683, 10013, 10043, 10616, 22954, 23062, 23163, 23197, 23636, 26043, 51160, 55666, 55968, 81858, 84164, 91544, 130617, 165918
GO:0043548	MF	e	phosphatidylinositol 3-kinase binding	8/2534	17/20670	0.00043914019788159596	3	8	0.03680219512862362	558, 3480, 3643, 3717, 5159, 7301, 8660, 11151
GO:0106310	MF	e	protein serine kinase activity	67/2534	359/20670	0.0004447114038971832	6	67	0.03680219512862362	207, 369, 817, 984, 1019, 1196, 1453, 1454, 1459, 1613, 2011, 2931, 3984, 4140, 4215, 4216, 4750, 5290, 5562, 5566, 5583, 5586, 5587, 5610, 5681, 5871, 5894, 6093, 6198, 6446, 6787, 6789, 6872, 7016, 7204, 7786, 8573, 8621, 8780, 8899, 9024, 9113, 9149, 9730, 9891, 9943, 10746, 11011, 11040, 11329, 22848, 23049, 23139, 23552, 29110, 51347, 51755, 54861, 55589, 56975, 83931, 91754, 140901, 167359, 200576, 415116, 440275
GO:0001094	MF	e	TFIID-class transcription factor complex binding	6/2534	10/20670	0.00045610241395108603	6	6	0.03680219512862362	2067, 2072, 8607, 10856, 51602, 54680
GO:0004674	MF	e	protein serine/threonine kinase activity	67/2534	360/20670	0.00045711850317847774	6	67	0.03680219512862362	90, 207, 369, 658, 817, 984, 1196, 1453, 1454, 1459, 1613, 2011, 2931, 3984, 4140, 4215, 4750, 5290, 5562, 5566, 5583, 5586, 5587, 5610, 5681, 5871, 5894, 6093, 6198, 6446, 6787, 6789, 6872, 7016, 7048, 7204, 7786, 8573, 8780, 8895, 8899, 9024, 9113, 9149, 9891, 9943, 10295, 10746, 11011, 11040, 11329, 22848, 23049, 23139, 29110, 51347, 54861, 55589, 56975, 83931, 90956, 91754, 140901, 167359, 200576, 415116, 440275
GO:0042799	MF	e	histone methyltransferase activity (H4-K20 specific)	5/2534	7/20670	0.000467488927072318	9	5	0.036965017304932575	7468, 10322, 51111, 64324, 387893
GO:0001222	MF	e	transcription corepressor binding	14/2534	44/20670	0.0005311846685942626	5	14	0.040419946776293035	3065, 4848, 5087, 5187, 6095, 8841, 8863, 8864, 9572, 10013, 10014, 58525, 80764, 84458
GO:0071889	MF	e	14-3-3 protein binding	11/2534	30/20670	0.0005385674931800563	3	11	0.040419946776293035	207, 409, 4750, 8660, 9750, 25771, 51564, 55633, 57521, 84861, 221937
GO:0004930	MF	p	G protein-coupled receptor activity	8/2534	721/20670	1.6233194006777172e-30	4	8	3.594029153100466e-27	2840, 9213, 11245, 23266, 54328, 131601, 166647, 221395
GO:0004984	MF	p	olfactory receptor activity	0/2534	430/20670	3.0343657523082855e-25	4	0	3.3590428878052723e-22	
GO:1903231	MF	p	mRNA binding involved in posttranscriptional gene silencing	0/2534	266/20670	1.2507973155788159e-15	6	0	7.912186447689995e-13	
GO:0005549	MF	p	odorant binding	0/2534	119/20670	3.1259240968890584e-07	2	0	8.142112882955737e-05	
GO:0003823	MF	p	antigen binding	1/2534	126/20670	1.9313488432998648e-06	2	1	0.0004276006339065901	55080
GO:0005125	MF	p	cytokine activity	6/2534	188/20670	1.724312989587015e-05	5	6	0.002545085972630434	655, 1435, 2896, 7422, 10135, 90865
GO:0034987	MF	p	immunoglobulin receptor binding	0/2534	79/20670	4.739762105287455e-05	4	0	0.005829907389503569	
GO:0005179	MF	p	hormone activity	1/2534	98/20670	7.24187785542554e-05	5	1	0.008222316703544692	2200
GO:0003735	MF	p	structural constituent of ribosome	7/2534	181/20670	0.0001443733470639177	2	7	0.014529208654523354	7818, 9636, 51073, 51116, 54948, 64432, 64969
GO:0004252	MF	p	serine-type endopeptidase activity	7/2534	174/20670	0.00027567244203209173	5	7	0.02597186326208728	5045, 5550, 8192, 8720, 25807, 27429, 80975
GO:0030594	MF	p	neurotransmitter receptor activity	1/2534	82/20670	0.0005324415796913838	3	1	0.040419946776293035	3351
